"","subj","trialNo","stimNo","focNo","verbNo","con","foc","verb","quesCode.art.1","quesCode.art.2","quesCode.noun.1","quesCode.noun.2","resp.art","resp.noun","respCode.art","respCode.noun","TMS","sess.no","RT","accur","decision","accur.code"
"449","1",65,19,1,19,"syntax","subject","19",1,2,1,2,"nom","Agent",1,1,"BA45",2,562.5,"correct","article",1
"450","1",66,19,2,18,"syntax","object","18",1,1,1,1,"acc","Patient",1,1,"BA45",2,665.1,"correct","article",1
"452","1",68,5,1,5,"syntax","subject","5",1,2,1,2,"nom","Agent",1,1,"BA45",2,618.4,"correct","article",1
"455","1",71,28,2,27,"syntax","object","27",1,2,1,2,"acc","Patient",2,2,"BA45",2,698,"correct","article",1
"456","1",72,49,1,49,"syntax","subject","49",1,2,1,2,"nom","Agent",1,1,"BA45",2,534,"correct","article",1
"458","1",74,10,1,10,"syntax","subject","10",1,1,1,1,"nom","Agent",2,2,"BA45",2,583,"correct","article",1
"459","1",75,2,2,1,"syntax","object","1",1,2,1,1,"acc","Patient",2,1,"BA45",2,593.1,"correct","article",1
"461","1",77,8,2,7,"syntax","object","7",1,1,1,2,"acc","Patient",1,2,"BA45",2,860.8,"correct","article",1
"462","1",78,11,1,11,"syntax","subject","11",1,1,1,2,"nom","Agent",2,1,"BA45",2,568.5,"correct","article",1
"465","1",81,9,2,8,"syntax","object","8",1,2,1,1,"acc","Patient",2,1,"BA45",2,522.7,"correct","article",1
"466","1",82,9,1,9,"syntax","subject","9",1,2,1,2,"nom","Agent",1,1,"BA45",2,637.2,"correct","article",1
"468","1",84,3,1,3,"syntax","subject","3",1,1,1,1,"nom","Agent",2,2,"BA45",2,667.3,"correct","article",1
"470","1",86,15,1,15,"syntax","subject","15",1,1,1,2,"nom","Agent",2,1,"BA45",2,1030.4,"correct","article",1
"471","1",87,32,2,31,"syntax","object","31",1,1,1,2,"acc","Patient",1,2,"BA45",2,675.1,"correct","article",1
"473","1",89,48,2,47,"syntax","object","47",1,1,1,2,"acc","Patient",1,2,"BA45",2,589.2,"correct","article",1
"474","1",90,16,1,16,"syntax","subject","16",1,2,1,1,"nom","Agent",1,2,"BA45",2,556.4,"correct","article",1
"477","1",93,66,1,66,"syntax","subject","66",1,2,1,2,"nom","Agent",1,1,"BA45",2,511.4,"correct","article",1
"479","1",95,35,2,34,"syntax","object","34",1,1,1,2,"acc","Agent",1,1,"BA45",2,594.8,"correct","article",1
"482","1",98,10,2,9,"syntax","object","9",1,2,1,2,"acc","Patient",2,2,"BA45",2,643.8,"correct","article",1
"485","1",101,61,1,61,"syntax","subject","61",1,1,1,1,"nom","Agent",2,2,"BA45",2,816.4,"correct","article",1
"487","1",103,18,1,18,"syntax","subject","18",1,1,1,1,"nom","Agent",2,2,"BA45",2,676.2,"correct","article",1
"490","1",106,15,2,14,"syntax","object","14",1,1,1,1,"acc","Patient",1,1,"BA45",2,627.9,"correct","article",1
"493","1",109,50,2,49,"syntax","object","49",1,2,1,2,"acc","Patient",2,2,"BA45",2,737.9,"correct","article",1
"494","1",110,24,1,24,"syntax","subject","24",1,1,1,1,"nom","Agent",2,2,"BA45",2,1127.1,"correct","article",1
"496","1",112,4,2,3,"syntax","object","3",1,1,1,1,"acc","Patient",1,1,"BA45",2,844.4,"correct","article",1
"499","1",115,27,1,27,"syntax","subject","27",1,2,1,2,"nom","Agent",1,1,"BA45",2,647.2,"correct","article",1
"501","1",117,45,2,44,"syntax","object","44",1,2,1,1,"acc","Patient",2,1,"BA45",2,497.7,"correct","article",1
"502","1",118,64,1,64,"syntax","subject","64",1,2,1,1,"nom","Agent",1,2,"BA45",2,567,"correct","article",1
"505","1",121,13,2,12,"syntax","object","12",1,2,1,1,"acc","Patient",2,1,"BA45",2,524.7,"correct","article",1
"506","1",122,8,1,8,"syntax","subject","8",1,2,1,1,"nom","Agent",1,2,"BA45",2,622.9,"correct","article",1
"508","1",124,7,1,7,"syntax","subject","7",1,1,1,2,"nom","Agent",2,1,"BA45",2,678.6,"correct","article",1
"509","1",125,44,2,43,"syntax","object","43",1,1,1,2,"acc","Patient",1,2,"BA45",2,572.6,"correct","article",1
"511","1",127,67,2,66,"syntax","object","66",1,2,1,2,"acc","Patient",2,2,"BA45",2,1025.4,"correct","article",1
"513","1",129,21,1,21,"syntax","subject","21",1,1,1,2,"nom","Patient",2,2,"BA45",2,624,"correct","article",1
"516","1",132,3,2,2,"syntax","object","2",1,2,1,2,"acc","Patient",2,2,"BA45",2,692.1,"correct","article",1
"517","1",133,26,1,26,"syntax","subject","26",1,2,1,1,"nom","Agent",1,2,"BA45",2,606,"correct","article",1
"519","1",135,48,1,48,"syntax","subject","48",1,2,1,1,"nom","Agent",1,2,"BA45",2,729.1,"correct","article",1
"521","1",137,37,1,37,"syntax","subject","37",1,2,1,2,"nom","Agent",1,1,"BA45",2,632.9,"correct","article",1
"524","1",140,20,1,20,"syntax","subject","20",1,1,1,1,"nom","Agent",2,2,"BA45",2,505.6,"correct","article",1
"526","1",142,18,2,17,"syntax","object","17",1,2,1,2,"acc","Patient",2,2,"BA45",2,541.5,"correct","article",1
"527","1",143,32,1,32,"syntax","subject","32",1,2,1,1,"nom","Agent",1,2,"BA45",2,524.7,"correct","article",1
"529","1",145,64,2,63,"syntax","object","63",1,1,1,2,"acc","Agent",1,1,"BA45",2,604.9,"correct","article",1
"530","1",146,45,1,45,"syntax","subject","45",1,2,1,2,"nom","Agent",1,1,"BA45",2,557,"correct","article",1
"532","1",148,5,2,4,"syntax","object","4",1,2,1,1,"acc","Patient",2,1,"BA45",2,696,"correct","article",1
"534","1",150,60,1,60,"syntax","subject","60",1,1,1,2,"nom","Agent",2,1,"BA45",2,522.2,"correct","article",1
"537","1",153,67,1,67,"syntax","subject","67",1,1,1,1,"nom","Agent",2,2,"BA45",2,549.6,"correct","article",1
"540","1",156,62,2,61,"syntax","object","61",1,1,1,1,"acc","Patient",1,1,"BA45",2,671.3,"correct","article",1
"542","1",158,47,1,47,"syntax","subject","47",1,1,1,2,"nom","Agent",2,1,"BA45",2,646.1,"correct","article",1
"544","1",160,14,2,13,"syntax","object","13",1,2,1,2,"acc","Patient",2,2,"BA45",2,517.2,"correct","article",1
"547","1",163,31,1,31,"syntax","subject","31",1,1,1,2,"nom","Agent",2,1,"BA45",2,684.2,"correct","article",1
"548","1",164,36,2,35,"syntax","object","35",1,2,1,1,"acc","Patient",2,1,"BA45",2,454.5,"correct","article",1
"551","1",167,25,2,24,"syntax","object","24",1,1,1,1,"acc","Patient",1,1,"BA45",2,737,"correct","article",1
"554","1",170,39,2,38,"syntax","object","38",1,1,1,1,"acc","Patient",1,1,"BA45",2,598.8,"correct","article",1
"557","1",173,1,1,1,"syntax","subject","1",1,2,1,1,"nom","Agent",1,2,"BA45",2,691.9,"correct","article",1
"559","1",175,16,2,15,"syntax","object","15",1,1,1,2,"acc","Patient",1,2,"BA45",2,637,"correct","article",1
"561","1",177,65,2,64,"syntax","object","64",1,2,1,1,"acc","Patient",2,1,"BA45",2,625.2,"correct","article",1
"562","1",178,34,1,34,"syntax","subject","34",1,1,1,2,"nom","Agent",2,1,"BA45",2,774.1,"correct","article",1
"565","1",181,14,1,14,"syntax","subject","14",1,1,1,1,"nom","Agent",2,2,"BA45",2,534.4,"correct","article",1
"567","1",183,21,2,20,"syntax","object","20",1,1,1,1,"acc","Patient",1,1,"BA45",2,729.8,"correct","article",1
"570","1",186,38,2,37,"syntax","object","37",1,2,1,2,"acc","Patient",2,2,"BA45",2,556.3,"correct","article",1
"572","1",188,23,1,23,"syntax","subject","23",1,2,1,2,"nom","Patient",1,2,"BA45",2,839.7,"correct","article",1
"574","1",190,23,2,22,"syntax","object","22",1,2,1,1,"acc","Patient",2,1,"BA45",2,547.4,"correct","article",1
"576","1",192,47,2,46,"syntax","object","46",1,1,1,1,"acc","Patient",1,1,"BA45",2,533.5,"correct","article",1
"577","10",1,17,2,16,"syntax","object","16",1,2,1,2,"acc","Patient",2,2,"BA44",1,825,"correct","article",1
"579","10",3,14,2,13,"syntax","object","13",1,1,1,1,"acc","Patient",1,1,"BA44",1,1139.3,"correct","article",1
"580","10",4,61,1,61,"syntax","subject","61",1,1,1,2,"nom","Agent",2,1,"BA44",1,636,"correct","article",1
"582","10",6,7,1,7,"syntax","subject","7",1,2,1,1,"nom","Agent",1,2,"BA44",1,998.9,"correct","article",1
"585","10",9,3,1,3,"syntax","subject","3",1,1,1,2,"acc","Patient",1,2,"BA44",1,767.8,"incorrect","article",0
"587","10",11,5,1,5,"syntax","subject","5",1,1,1,1,"acc","Patient",1,1,"BA44",1,784.7,"incorrect","article",0
"589","10",13,19,1,19,"syntax","subject","19",1,1,1,1,"acc","Patient",1,1,"BA44",1,808.5,"incorrect","article",0
"591","10",15,25,1,25,"syntax","subject","25",1,2,1,1,"nom","Agent",1,2,"BA44",1,827.9,"correct","article",1
"593","10",17,27,2,26,"syntax","object","26",1,2,1,2,"acc","Patient",2,2,"BA44",1,764.5,"correct","article",1
"594","10",18,38,1,38,"syntax","subject","38",1,1,1,2,"acc","Patient",1,2,"BA44",1,566.1,"incorrect","article",0
"597","10",21,25,2,24,"syntax","object","24",1,1,1,2,"acc","Patient",1,2,"BA44",1,405.1,"correct","article",1
"598","10",22,15,1,15,"syntax","subject","15",1,2,1,1,"nom","Agent",1,2,"BA44",1,566.8,"correct","article",1
"601","10",25,45,2,44,"syntax","object","44",1,2,1,2,"nom","Agent",1,1,"BA44",1,284.3,"incorrect","article",0
"604","10",28,1,1,1,"syntax","subject","1",1,2,1,2,"nom","Agent",1,1,"BA44",1,563.8,"correct","article",1
"607","10",31,66,1,66,"syntax","subject","66",1,1,1,1,"nom","Agent",2,2,"BA44",1,702.3,"correct","article",1
"609","10",33,21,1,21,"syntax","subject","21",1,2,1,1,"nom","Agent",1,2,"BA44",1,558.8,"correct","article",1
"612","10",36,49,1,49,"syntax","subject","49",1,1,1,1,"nom","Agent",2,2,"BA44",1,776.3,"correct","article",1
"613","10",37,10,2,9,"syntax","object","9",1,1,1,1,"acc","Patient",1,1,"BA44",1,665.3,"correct","article",1
"616","10",40,12,1,12,"syntax","subject","12",1,2,1,2,"nom","Patient",1,2,"BA44",1,1060.3,"correct","article",1
"619","10",43,61,2,60,"syntax","object","60",1,2,1,1,"acc","Patient",2,1,"BA44",1,676.7,"correct","article",1
"620","10",44,31,1,31,"syntax","subject","31",1,2,1,1,"nom","Agent",1,2,"BA44",1,309.9,"correct","article",1
"622","10",46,63,1,63,"syntax","subject","63",1,2,1,1,"nom","Agent",1,2,"BA44",1,525.9,"correct","article",1
"623","10",47,15,2,14,"syntax","object","14",1,1,1,2,"acc","Patient",1,2,"BA44",1,831.9,"correct","article",1
"625","10",49,11,1,11,"syntax","subject","11",1,2,1,1,"acc","Patient",2,1,"BA44",1,936.1,"incorrect","article",0
"628","10",52,17,1,17,"syntax","subject","17",1,1,1,1,"nom","Agent",2,2,"BA44",1,987.6,"correct","article",1
"630","10",54,16,2,15,"syntax","object","15",1,2,1,1,"nom","Agent",1,2,"BA44",1,784.4,"incorrect","article",0
"632","10",56,29,2,28,"syntax","object","28",1,1,1,2,"acc","Patient",1,2,"BA44",1,816.2,"correct","article",1
"634","10",58,28,2,27,"syntax","object","27",1,1,1,1,"acc","Patient",1,1,"BA44",1,484.3,"correct","article",1
"635","10",59,44,1,44,"syntax","subject","44",1,2,1,2,"nom","Agent",1,1,"BA44",1,575.2,"correct","article",1
"638","10",62,32,1,32,"syntax","subject","32",1,2,1,2,"nom","Agent",1,1,"BA44",1,518.9,"correct","article",1
"639","10",63,32,2,31,"syntax","object","31",1,2,1,1,"acc","Agent",2,2,"BA44",1,576.2,"correct","article",1
"641","10",65,46,1,46,"syntax","subject","46",1,1,1,2,"nom","Agent",2,1,"BA44",1,556,"correct","article",1
"643","10",67,13,1,13,"syntax","subject","13",1,1,1,1,"nom","Agent",2,2,"BA44",1,559.3,"correct","article",1
"644","10",68,53,2,52,"syntax","object","52",1,2,1,1,"nom","Agent",1,2,"BA44",1,853.2,"incorrect","article",0
"646","10",70,34,1,34,"syntax","subject","34",1,2,1,1,"nom","Agent",1,2,"BA44",1,784.6,"correct","article",1
"648","10",72,65,2,64,"syntax","object","64",1,2,1,2,"acc","Patient",2,2,"BA44",1,543.5,"correct","article",1
"650","10",74,64,2,63,"syntax","object","63",1,2,1,1,"acc","Patient",2,1,"BA44",1,503.6,"correct","article",1
"652","10",76,19,2,18,"syntax","object","18",1,1,1,2,"acc","Patient",1,2,"BA44",1,416.6,"correct","article",1
"655","10",79,2,1,2,"syntax","subject","2",1,1,1,1,"nom","Agent",2,2,"BA44",1,504.7,"correct","article",1
"656","10",80,13,2,12,"syntax","object","12",1,2,1,2,"acc","Agent",2,1,"BA44",1,638.5,"correct","article",1
"658","10",82,44,2,43,"syntax","object","43",1,2,1,1,"acc","Patient",2,1,"BA44",1,576,"correct","article",1
"659","10",83,67,1,67,"syntax","subject","67",1,1,1,2,"nom","Agent",2,1,"BA44",1,449.5,"correct","article",1
"661","10",85,37,1,37,"syntax","subject","37",1,1,1,1,"nom","Agent",2,2,"BA44",1,499.7,"correct","article",1
"662","10",86,39,2,38,"syntax","object","38",1,1,1,2,"acc","Patient",1,2,"BA44",1,345.1,"correct","article",1
"664","10",88,26,2,25,"syntax","object","25",1,2,1,1,"acc","Patient",2,1,"BA44",1,608.8,"correct","article",1
"666","10",90,2,2,1,"syntax","object","1",1,2,1,2,"acc","Patient",2,2,"BA44",1,536.6,"correct","article",1
"668","10",92,45,1,45,"syntax","subject","45",1,1,1,1,"nom","Patient",2,1,"BA44",1,551.8,"correct","article",1
"671","10",95,51,2,50,"syntax","object","50",1,1,1,2,"acc","Patient",1,2,"BA44",1,744.2,"correct","article",1
"672","10",96,48,1,48,"syntax","subject","48",1,2,1,2,"nom","Agent",1,1,"BA44",1,698.3,"correct","article",1
"674","10",98,20,2,19,"syntax","object","19",1,1,1,1,"acc","Patient",1,1,"BA44",1,1125.7,"correct","article",1
"675","10",99,4,1,4,"syntax","subject","4",1,2,1,2,"nom","Agent",1,1,"BA44",1,542.6,"correct","article",1
"678","10",102,52,1,52,"syntax","subject","52",1,2,1,1,"nom","Agent",1,2,"BA44",1,491.2,"correct","article",1
"681","10",105,6,2,5,"syntax","object","5",1,1,1,1,"acc","Patient",1,1,"BA44",1,855.2,"correct","article",1
"682","10",106,47,1,47,"syntax","subject","47",1,2,1,1,"nom","Agent",1,2,"BA44",1,378.3,"correct","article",1
"685","10",109,23,1,23,"syntax","subject","23",1,1,1,1,"nom","Agent",2,2,"BA44",1,726.8,"correct","article",1
"687","10",111,49,2,48,"syntax","object","48",1,2,1,2,"acc","Patient",2,2,"BA44",1,722.2,"correct","article",1
"688","10",112,27,1,27,"syntax","subject","27",1,1,1,1,"nom","Agent",2,2,"BA44",1,582.1,"correct","article",1
"690","10",114,10,1,10,"syntax","subject","10",1,1,1,2,"nom","Agent",2,1,"BA44",1,559.7,"correct","article",1
"691","10",115,33,2,32,"syntax","object","32",1,2,1,2,"acc","Patient",2,2,"BA44",1,609.9,"correct","article",1
"693","10",117,9,2,8,"syntax","object","8",1,2,1,2,"nom","Agent",1,1,"BA44",1,671.7,"incorrect","article",0
"695","10",119,20,1,20,"syntax","subject","20",1,1,1,2,"nom","Patient",2,2,"BA44",1,NA,"correct","article",1
"697","10",121,50,2,49,"syntax","object","49",1,1,1,1,"acc","Patient",1,1,"BA44",1,438.9,"correct","article",1
"700","10",124,16,1,16,"syntax","subject","16",1,2,1,2,"nom","Agent",1,1,"BA44",1,716,"correct","article",1
"703","10",127,23,2,22,"syntax","object","22",1,2,1,2,"acc","Patient",2,2,"BA44",1,677.3,"correct","article",1
"705","10",129,24,1,24,"syntax","subject","24",1,1,1,2,"nom","Agent",2,1,"BA44",1,705.5,"correct","article",1
"706","10",130,3,2,2,"syntax","object","2",1,1,1,1,"acc","Patient",1,1,"BA44",1,420.6,"correct","article",1
"708","10",132,36,2,35,"syntax","object","35",1,2,1,2,"acc","Patient",2,2,"BA44",1,644.1,"correct","article",1
"711","10",135,64,1,64,"syntax","subject","64",1,2,1,2,"nom","Agent",1,1,"BA44",1,420.3,"correct","article",1
"712","10",136,35,2,34,"syntax","object","34",1,2,1,1,"acc","Patient",2,1,"BA44",1,776.3,"correct","article",1
"715","10",139,67,2,66,"syntax","object","66",1,1,1,1,"acc","Patient",1,1,"BA44",1,446,"correct","article",1
"716","10",140,50,1,50,"syntax","subject","50",1,1,1,2,"nom","Agent",2,1,"BA44",1,476.3,"correct","article",1
"719","10",143,18,1,18,"syntax","subject","18",1,1,1,2,"acc","Patient",1,2,"BA44",1,332.1,"incorrect","article",0
"722","10",146,21,2,20,"syntax","object","20",1,1,1,2,"acc","Patient",1,2,"BA44",1,646.2,"correct","article",1
"723","10",147,35,1,35,"syntax","subject","35",1,2,1,2,"nom","Agent",1,1,"BA44",1,499,"correct","article",1
"726","10",150,11,2,10,"syntax","object","10",1,1,1,2,"acc","Patient",1,2,"BA44",1,639.2,"correct","article",1
"727","10",151,60,1,60,"syntax","subject","60",1,2,1,1,"nom","Agent",1,2,"BA44",1,489.4,"correct","article",1
"730","10",154,62,2,61,"syntax","object","61",1,1,1,2,"acc","Patient",1,2,"BA44",1,528,"correct","article",1
"731","10",155,9,1,9,"syntax","subject","9",1,1,1,1,"nom","Agent",2,2,"BA44",1,632.4,"correct","article",1
"733","10",157,26,1,26,"syntax","subject","26",1,2,1,2,"nom","Agent",1,1,"BA44",1,441,"correct","article",1
"734","10",158,12,2,11,"syntax","object","11",1,2,1,1,"acc","Patient",2,1,"BA44",1,637.6,"correct","article",1
"737","10",161,8,1,8,"syntax","subject","8",1,2,1,2,"nom","Agent",1,1,"BA44",1,531.7,"correct","article",1
"738","10",162,47,2,46,"syntax","object","46",1,1,1,2,"acc","Patient",1,2,"BA44",1,374,"correct","article",1
"740","10",164,43,1,43,"syntax","subject","43",1,2,1,1,"nom","Agent",1,2,"BA44",1,385.9,"correct","article",1
"742","10",166,22,2,21,"syntax","object","21",1,2,1,1,"acc","Patient",2,1,"BA44",1,551.9,"correct","article",1
"743","10",167,22,1,22,"syntax","subject","22",1,2,1,2,"nom","Agent",1,1,"BA44",1,330.4,"correct","article",1
"746","10",170,46,2,45,"syntax","object","45",1,1,1,1,"acc","Patient",1,1,"BA44",1,564,"correct","article",1
"747","10",171,28,1,28,"syntax","subject","28",1,1,1,2,"nom","Agent",2,1,"BA44",1,424.1,"correct","article",1
"749","10",173,4,2,3,"syntax","object","3",1,1,1,2,"acc","Patient",1,2,"BA44",1,337.7,"correct","article",1
"750","10",174,14,1,14,"syntax","subject","14",1,1,1,2,"nom","Agent",2,1,"BA44",1,677.6,"correct","article",1
"753","10",177,38,2,37,"syntax","object","37",1,1,1,1,"acc","Patient",1,1,"BA44",1,478,"correct","article",1
"756","10",180,5,2,4,"syntax","object","4",1,2,1,2,"acc","Patient",2,2,"BA44",1,677.1,"correct","article",1
"758","10",182,24,2,23,"syntax","object","23",1,1,1,1,"acc","Agent",1,2,"BA44",1,482.9,"correct","article",1
"760","10",184,8,2,7,"syntax","object","7",1,2,1,1,"acc","Patient",2,1,"BA44",1,524.1,"correct","article",1
"763","10",187,68,2,67,"syntax","object","67",1,1,1,2,"acc","Patient",1,2,"BA44",1,522.5,"correct","article",1
"766","10",190,18,2,17,"syntax","object","17",1,1,1,1,"acc","Patient",1,1,"BA44",1,410.9,"correct","article",1
"768","10",192,48,2,47,"syntax","object","47",1,2,1,1,"acc","Patient",2,1,"BA44",1,529.9,"correct","article",1
"769","10",1,45,2,44,"syntax","object","44",1,1,1,1,"acc","Agent",1,2,"sham",2,532.9,"correct","article",1
"771","10",3,62,2,61,"syntax","object","61",1,2,1,1,"acc","Patient",2,1,"sham",2,545.2,"correct","article",1
"772","10",4,3,1,3,"syntax","subject","3",1,2,1,1,"nom","Agent",1,2,"sham",2,621.3,"correct","article",1
"774","10",6,32,2,31,"syntax","object","31",1,2,1,2,"acc","Patient",2,2,"sham",2,653.8,"correct","article",1
"776","10",8,48,1,48,"syntax","subject","48",1,1,1,1,"nom","Agent",2,2,"sham",2,741.6,"correct","article",1
"778","10",10,38,1,38,"syntax","subject","38",1,2,1,1,"nom","Agent",1,2,"sham",2,392.5,"correct","article",1
"779","10",11,47,2,46,"syntax","object","46",1,2,1,1,"acc","Patient",2,1,"sham",2,574.1,"correct","article",1
"781","10",13,9,2,8,"syntax","object","8",1,1,1,1,"acc","Patient",1,1,"sham",2,382.8,"correct","article",1
"783","10",15,3,2,2,"syntax","object","2",1,1,1,2,"acc","Patient",1,2,"sham",2,445.2,"correct","article",1
"784","10",16,12,1,12,"syntax","subject","12",1,1,1,1,"nom","Patient",2,1,"sham",2,497.2,"correct","article",1
"787","10",19,9,1,9,"syntax","subject","9",1,1,1,2,"nom","Agent",2,1,"sham",2,579.7,"correct","article",1
"788","10",20,15,2,14,"syntax","object","14",1,2,1,1,"acc","Patient",2,1,"sham",2,597.2,"correct","article",1
"791","10",23,27,1,27,"syntax","subject","27",1,1,1,2,"nom","Agent",2,1,"sham",2,576.1,"correct","article",1
"792","10",24,27,2,26,"syntax","object","26",1,1,1,1,"acc","Patient",1,1,"sham",2,960.2,"correct","article",1
"795","10",27,63,1,63,"syntax","subject","63",1,2,1,2,"nom","Agent",1,1,"sham",2,715.2,"correct","article",1
"796","10",28,44,2,43,"syntax","object","43",1,2,1,2,"acc","Patient",2,2,"sham",2,526.2,"correct","article",1
"798","10",30,8,2,7,"syntax","object","7",1,2,1,2,"acc","Patient",2,2,"sham",2,610.5,"correct","article",1
"800","10",32,38,2,37,"syntax","object","37",1,1,1,2,"acc","Patient",1,2,"sham",2,542.1,"correct","article",1
"802","10",34,46,2,45,"syntax","object","45",1,1,1,2,"acc","Agent",1,1,"sham",2,366,"correct","article",1
"805","10",37,23,2,22,"syntax","object","22",1,1,1,1,"nom","Agent",2,2,"sham",2,837.6,"incorrect","article",0
"808","10",40,28,1,28,"syntax","subject","28",1,2,1,1,"nom","Agent",1,2,"sham",2,609.7,"correct","article",1
"809","10",41,50,2,49,"syntax","object","49",1,1,1,2,"acc","Patient",1,2,"sham",2,694.7,"correct","article",1
"811","10",43,35,2,34,"syntax","object","34",1,2,1,2,"acc","Patient",2,2,"sham",2,672,"correct","article",1
"813","10",45,20,1,20,"syntax","subject","20",1,2,1,1,"nom","Agent",1,2,"sham",2,444.3,"correct","article",1
"816","10",48,19,2,18,"syntax","object","18",1,2,1,1,"acc","Patient",2,1,"sham",2,877.6,"correct","article",1
"817","10",49,44,1,44,"syntax","subject","44",1,1,1,1,"nom","Agent",2,2,"sham",2,543,"correct","article",1
"820","10",52,19,1,19,"syntax","subject","19",1,1,1,2,"nom","Agent",2,1,"sham",2,759.8,"correct","article",1
"822","10",54,21,2,20,"syntax","object","20",1,2,1,1,"acc","Agent",2,2,"sham",2,684.2,"correct","article",1
"824","10",56,14,2,13,"syntax","object","13",1,1,1,2,"nom","Agent",2,1,"sham",2,1330.9,"incorrect","article",0
